,rating,review,app,source,sentiment,normalized_review,theme
1754,4,easy to use,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.76604825258255}, {'label': 'joy', 'score': 0.15946725010871887}]",easy use,9_use easy_easy use_use_great easy use
1757,5,"it hasn't given me any problems yet, as a youth member of my community i feel like this app will be a powerful tool",SeeClickFix,Google,"[{'label': 'joy', 'score': 0.9947469830513}, {'label': 'surprise', 'score': 0.0012202286161482334}]",problem youth member community feel like powerful tool,15_community_improve_community great_feel like
1758,5,excellent,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.8195317983627319}, {'label': 'neutral', 'score': 0.1497146338224411}]",excellent,6_awesome_fantastic_excellent_cool
1759,5,when you see an issue it takes judt seconds to report. quick responses.,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.8014546036720276}, {'label': 'surprise', 'score': 0.12416307628154755}]",issue judt second quick response,0_quick response_quick_response_response time
1760,5,one of the best app city or town can have,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.5371267199516296}, {'label': 'surprise', 'score': 0.3409712016582489}]",good,20_good far_far good_guy_far
1761,4,great app to report things from for the city.,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.4644504189491272}, {'label': 'joy', 'score': 0.4379260241985321}]",great thing,18_thing care_thing_beat_care great
1768,4,"thanks to this app. from pot holes to street lights and even trees cut back. some issues have taken longer to fix, but don't believe its at fault of the app",SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.3790704309940338}, {'label': 'surprise', 'score': 0.30545276403427124}]",thank pot hole street light tree cut issue long fix believe fault,2_pothole_hole_pot hole_pot
1769,4,had to uninstall n reinstall a few times before it started working,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.6646207571029663}, {'label': 'surprise', 'score': 0.14524617791175842}]",uninstall n reinstall time start work,1_far_issue fix_thing fix_bug
1770,4,everything was fine until i tried to send a lengthy report. app just crashed and erased the entire letter. tried to log back on but would not recognize my password. kept force closing. uninstall.,SeeClickFix,Google,"[{'label': 'sadness', 'score': 0.7439311742782593}, {'label': 'surprise', 'score': 0.1435421109199524}]",fine try send lengthy crash erase entire letter try log recognize password force closing uninstall,1_far_issue fix_thing fix_bug
1771,4,a lot of wackos making too many comments. get a life!,SeeClickFix,Google,"[{'label': 'anger', 'score': 0.4679127037525177}, {'label': 'sadness', 'score': 0.31424665451049805}]",lot wackos comment life,-1_county_work great_close_communicate
1774,5,you can't fight city hall but you can make them accountable to do their jobs and tackle projects that impact the most citizens,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.7721996307373047}, {'label': 'anger', 'score': 0.1169709637761116}]",fight hall accountable job tackle project impact citizen,-1_county_work great_close_communicate
1775,5,works well on my droid. easy to attach photos to reports.,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.5905889868736267}, {'label': 'joy', 'score': 0.3270418047904968}]",work droid easy attach photo,19_photo_picture_error_upload
1778,5,so easy to use,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.5997568368911743}, {'label': 'neutral', 'score': 0.2552304267883301}]",easy use,9_use easy_easy use_use_great easy use
1779,4,great idea,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.8045514822006226}, {'label': 'neutral', 'score': 0.10391513258218765}]",great idea,17_idea_great idea_think great_brilliant
1782,4,"i had the app crash on me a few times in the beginning, and issues can be very slow to load, but the the usefullness outweighs the problems. i'm a cyclist, and it is great to be able to stop and submit visual evidence of a problem on-the-spot.",SeeClickFix,Google,"[{'label': 'joy', 'score': 0.769432544708252}, {'label': 'anger', 'score': 0.14207114279270172}]",crash time beginning issue slow load usefullness outweigh problem cyclist great able stop submit visual evidence problem spot,1_far_issue fix_thing fix_bug
1784,5,easy to use keeps me in the loop about my neighborhood,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.7262895107269287}, {'label': 'joy', 'score': 0.22537317872047424}]",easy use loop neighborhood,-1_county_work great_close_communicate
1787,5,it's a little clunky bit its a great pp and i use it all the time,SeeClickFix,Google,"[{'label': 'sadness', 'score': 0.9537072777748108}, {'label': 'joy', 'score': 0.01178639754652977}]",little clunky bit great pp use time,9_use easy_easy use_use_great easy use
1792,5,this app seems send the right message to the right kind of people to correct problems quickly,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.7984422445297241}, {'label': 'joy', 'score': 0.13658179342746735}]",send right message right kind correct problem quickly,1_far_issue fix_thing fix_bug
1798,5,keep it up. great work,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.6294189095497131}, {'label': 'neutral', 'score': 0.3068307936191559}]",great work,0_quick response_quick_response_response time
1800,5,great idea,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.8045514822006226}, {'label': 'neutral', 'score': 0.10391513258218765}]",great idea,17_idea_great idea_think great_brilliant
1802,4,this app will not work unless you activate the google location services under your: settings > location & security > google location services.,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.6920276880264282}, {'label': 'sadness', 'score': 0.22401736676692963}]",work activate location service setting location security location service,14_gps_location_map_instead
1803,5,this is a really nice tool for reporting problems!,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.855009913444519}, {'label': 'neutral', 'score': 0.08515169471502304}]",nice tool problem,0_quick response_quick_response_response time
1805,5,awesome must have,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.413327693939209}, {'label': 'surprise', 'score': 0.35923200845718384}]",awesome,6_awesome_fantastic_excellent_cool
1807,5,great for making a new report on the go. snap a picture add the appropriate description and send it in. best way to use seeclickfix.,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.49459511041641235}, {'label': 'joy', 'score': 0.39009523391723633}]",great new snap picture add appropriate description send good way use seeclickfix,19_photo_picture_error_upload
1810,5,i love this app! got my street light fixed in two days. wow thanks.,SeeClickFix,Google,"[{'label': 'surprise', 'score': 0.7244094610214233}, {'label': 'joy', 'score': 0.24192216992378235}]",love street light fix day wow thank,2_pothole_hole_pot hole_pot
1815,5,great app. city repaired pot holes i reported on this.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.4595247507095337}, {'label': 'surprise', 'score': 0.3539177179336548}]",great repair pot hole,2_pothole_hole_pot hole_pot
1816,5,great app. great concept. if your local officials don't respond to it call city hall and convince them to listen.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.6851749420166016}, {'label': 'neutral', 'score': 0.17095163464546204}]",great great concept local official respond hall convince listen,-1_county_work great_close_communicate
1817,4,"great app but it is useless if government officials ignore the reports, never reply, and never fix the issues reported.",SeeClickFix,Google,"[{'label': 'sadness', 'score': 0.49443405866622925}, {'label': 'disgust', 'score': 0.2622784972190857}]",great useless government official ignore reply fix issue,-1_county_work great_close_communicate
1819,5,this is a great way for people to get involved in community issues.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.9423446655273438}, {'label': 'neutral', 'score': 0.039849281311035156}]",great way involve community issue,15_community_improve_community great_feel like
1820,4,"redesign looks great in theory, but no longer works on nexus s. fails when i try to log into my account with my email...",SeeClickFix,Google,"[{'label': 'sadness', 'score': 0.9019867777824402}, {'label': 'neutral', 'score': 0.04976614564657211}]",redesign look great theory long work nexus fail try log account email,1_far_issue fix_thing fix_bug
1825,4,"""recent changes:""?",SeeClickFix,Google,"[{'label': 'surprise', 'score': 0.7228224873542786}, {'label': 'neutral', 'score': 0.2550226151943207}]",recent change,0_quick response_quick_response_response time
1826,5,"massive improvement. get the new version, it's officially must-have cool.",SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.353051096200943}, {'label': 'joy', 'score': 0.314962238073349}]",massive improvement new version officially cool,12_phone_definitely_version_new
1847,4,"5 star idea, 3 star app. it needs work. the gps is way off and gives errors when trying to find you. otherwise, works on my g1.",SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.5516759157180786}, {'label': 'sadness', 'score': 0.28778284788131714}]",star idea star need work gps way error try find work,14_gps_location_map_instead
